id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
2gw6n4qR611FJktvTKmNMs,"One (Your Name) - 132 Bpm, 32 Count Pro Edition",11,247740,0,['Gym Workout DJ Team'],2020-01-01,0.443,C,0.0522,0.00356,131.753
4k9KaOUpNwwQusmF8m5mmm,"Circles - 132 Bpm, 32 Count Pro Edition",15,212379,0,['Gym Workout DJ Team'],2020-01-01,0.595,G,1.57e-05,0.907,132.009
2RZtFHn8ZZTLV4Anb4iomo,Boneka,42,230505,0,['Ernie Zakri'],2020-01-01,0.55,E,0.0239,0.0,108.094
75Up42mFxzGRYg5yPizLnV,Rusty Chair,0,226559,0,['The Silent Deeds'],2020-01-01,0.282,G,0.068,0.00138,130.012
5rcyJT3xuS6SbGVHFYHkmX,Desert Town,0,232609,0,['The Silent Deeds'],2020-01-01,0.499,G,0.0048,0.0,128.001
2V5LZRtEyOIs3C1DC1s1oE,Djeale,44,212658,0,"['Emilia', 'Dodo', 'Jay Maly', 'Costi']",2020-01-01,0.762,E,0.262,0.0,158.011
6JohwqKqPoPyGvczOKiqKj,"Papa's Got a Brand New Pig Bag - 132 Bpm, 32 Count Pro Edition",11,193333,0,['Gym Workout DJ Team'],2020-01-01,0.523,A,0.000307,0.972,131.938
3I1WAraNkbLEDxpCDaipRg,מאושרת בלעדיי,41,193965,0,['Omer Adam'],2020-01-01,0.548,G,0.373,0.0,159.726
5u1XBln6fcncmcxbAJSMUv,פעם בחיים,42,243187,0,['Omer Adam'],2020-01-01,0.718,A,0.772,0.0,99.788
10OMP9sUxWjvA9b1s5X8kh,Healing (FSOE 631) - #23,1,127000,0,"['Exouler', 'Miroslav Vrlik']",2020-01-02,0.371,F#,0.00616,0.816,140.052
2qlUhwv6Hqx5ZZHCucRlGF,與我無關,59,240000,0,['阿冗'],2020-01-02,0.612,A#,0.583,0.0,123.856
2RoyOCYupFBthew4du50Wl,Whiplash (FSOE 631) - #30 - Alessandra Roncone Remix,0,142000,0,"['Darren Porter', 'Alessandra Roncone']",2020-01-02,0.276,G,0.0496,0.000224,139.998
4RaWbMItxVbuUExNkFsITP,La Jeepeta,66,204809,1,"['Nio Garcia', 'Brray', 'Juanka']",2020-01-02,0.816,C,0.48,1.41e-06,175.933
2EHpIpJiDdPJ9E0KYBV09C,Tibetan Prayer,0,202124,0,['Bouddha musique sanctuaire'],2020-01-02,0.0656,B,0.994,0.426,69.728
2KeEVq54DYiE6TJcsUQc7o,Sands Of Time (FSOE 600 Anthem) (FSOE 631) - #29,1,192000,0,['Aly & Fila'],2020-01-02,0.463,G#,6.38e-05,0.826,139.999
0g8bm4msB2fZCg0kkPOjux,Shine Through (FSOE 631) - #26,0,233000,0,"['Philippe El Sisi', 'Omar Sherif', 'Cari']",2020-01-02,0.47,F,0.00482,0.0479,139.971
052semtY45wLESYPERuwes,Bypass (FSOE 631) - #25,0,150000,0,"['Philippe El Sisi', 'Miikka L']",2020-01-02,0.454,G#,0.000524,0.175,139.925
0Fm6JGdZkoYaacg298rhhg,Save The World (FSOE 631) - #22,1,270000,0,"['Roger Shah', 'Natalie Gioia']",2020-01-02,0.426,B,0.0341,0.0363,139.955
6IJqlZxH61G3pUdXyVxveD,Tango,52,111344,1,['Syberia Tdw'],2020-01-02,0.704,A,0.318,0.000784,148.083
7aM7zvLNsbtUZyLNQvPT5a,Anything (For You) (FSOE 631) - #18,0,281000,0,['Factor B'],2020-01-02,0.412,F#,0.0076,0.284,139.888
5dn4ZkUOo6e4g4WDyFusmE,2019 New Years (Skit) [feat. McRilla Babies],0,86309,1,"['McRilla', 'McRilla Babies']",2020-01-02,0.466,A#,0.981,0.311,86.364
0VG0J6ZDvKSyNBeU3pBYQu,Maria (FSOE 631) - #15,1,272000,0,['Exouler'],2020-01-02,0.387,B,0.0155,0.943,140.0
5uWTXXJWkrlc9gzrOCYBJ0,The Love Potion (FSOE 631) - #4 - Aly & Fila Rework,0,227000,0,"['Ahmed Romel', ""Simon O'Shine"", 'Aly & Fila']",2020-01-02,0.403,C,0.0146,0.319,140.017
4I8Os6X1FmsWJWIc8lGjMP,Beneath The Stars (FSOE 631) - #20,0,277000,0,"['Paul Denton', 'Audrey Gallagher']",2020-01-02,0.487,G,0.00599,0.00224,139.977
3Z7JMhKrVBiMvMd0xV1vyI,A Partir De Hoy,67,196803,0,"['David Bisbal', 'Sebastian Yatra']",2020-01-02,0.652,F#,0.188,0.0,163.939
4LRW4X0NzrfXu9SqQpPm1R,Tranceland (FSOE 631) - #27,0,116000,0,['Giuseppe Ottaviani'],2020-01-02,0.405,F,0.000196,0.836,140.007
1k8nmamorHDTehLVmqw6PU,Breathing Exercises,0,241767,0,['Zen Buddhismus Regeneration Sammlung'],2020-01-02,0.232,F#,0.857,0.806,89.876
4v5N5gYWpbLF6qIHGltHAl,Mahayana New Year,0,203424,0,['Bouddha musique sanctuaire'],2020-01-02,0.273,A,0.985,0.991,123.63
4SeHsQDcmyM48Wl98e2Ccq,Crashing Over (FSOE 631) - #2,0,315000,0,"['Factor B', 'Cat Martin']",2020-01-02,0.41,C,0.00612,0.00356,139.968
0vYhK9tHmvQPtquRNmDIMF,Chinese New Year 2016 – Year of Monkey,0,133333,0,['Kenji Aoi'],2020-01-02,0.603,D,0.0543,0.525,138.02
4pZfIHgOxzNmq67FqSXpZv,Freedom (FSOE 631) - #10,0,238000,0,['Exouler'],2020-01-02,0.458,G#,0.00258,0.224,139.934
5sLjenGt5pNrDd92Sc4HEw,HYENA’S,54,169459,1,"['Idaly', 'Kevin', 'Hef']",2020-01-02,0.711,A#,0.399,1.69e-06,93.584
7asMmsyiffOecPnhD1KsC7,I Won't Let You Fall (FSOE 631) - #5 - Uplifting Mix,0,357000,0,"['Aly & Fila', 'JES']",2020-01-02,0.467,D,0.000208,0.127,139.957
3rUb2v8JnqDwcQ3v3Yr057,Första klivet,58,217893,0,"['Lellow', 'Saliboy']",2020-01-03,0.436,C#,0.44,0.0,64.144
1merjIVhdrKOOdolcYhn3v,Menepi Cover,59,297173,0,['Guyon Waton'],2020-01-03,0.698,A,0.555,0.0,121.997
238P1hQufJESzypUHpnodm,Musse,46,234362,1,['Benjamin Hav'],2020-01-03,0.868,D,0.0372,0.0664,121.991
3sDQIBTKCQrs0HdbhHVdTt,Burnin n Yearnin (DJ Fen Garage House Remix) - Mixed,13,206972,0,"['CJ Reign', 'DJ Fen']",2020-01-03,0.789,G#,0.00135,0.733,129.943
6rKj6tIpagDHlb2BSdkeyA,Riverside,53,208000,0,['Kevin Lake'],2020-01-03,0.555,E,0.885,0.0,149.77
4K2U12dye1EEEHntFRZseu,4 Years,2,276037,0,"['Cyantific', 'Eudaimonia']",2020-01-03,0.443,F#,0.00156,0.712,87.044
0C6NMPWYqsLIuuYSNP8KqE,Maschine,59,150388,0,"['RAF Camora', 'The Cratez']",2020-01-03,0.814,G,0.119,0.000925,91.472
17XU1PTSv4OfcBUE8rNYWm,Kiss Somebody,58,138283,0,"['Julie Bergan', 'Seeb']",2020-01-03,0.685,B,0.0436,0.0,105.054
7rIsY7FvM3KPjjn8HVgj4N,Hands All Over Mine,45,197053,0,"['AMARI', 'Iova']",2020-01-03,0.73,C#,0.693,3.05e-06,94.963
70zg99pT51vB4wlMS7e4q7,La Playa - Remix,72,250333,1,"['Myke Towers', 'Maluma', 'Farruko']",2020-01-03,0.775,A#,0.201,0.0,140.008
2q3JdqkulAHyOzIpA52z42,v!@%#mikko,48,187587,0,['Pyhimys'],2020-01-03,0.861,C,0.0848,0.0,107.978
4UOY5s4SD68oOIH9wcoyF8,Punto Medio - Unplugged,52,253773,0,"['Omy de Oro', 'Omega']",2020-01-03,0.745,F#,0.114,2.09e-05,121.854
41L3O37CECZt3N7ziG2z7l,Yummy,76,210427,0,['Justin Bieber'],2020-01-03,0.687,A,0.366,0.0,145.921
5PzZZAbLGv7IghljbgJ3AF,Muistuta mua,43,236680,0,['Pyhimys'],2020-01-03,0.564,C,0.203,4.5e-06,149.928
7iVhrcA2HEMGRJg479BSwX,Sideways,32,219147,0,['Sigrún Stella'],2020-01-03,0.473,C,0.553,0.000678,179.886
1XFHbzTikXks9CsMq4v8Q3,Not So Bad (feat. Emie),72,153697,0,"['Yves V', 'Ilkay Sencan', 'Emie']",2020-01-03,0.74,B,0.00903,0.238,126.017
5cfKBuE5XKtlaNOVjQwA9H,"Kadhaippoma (From ""Oh My Kadavule"")",62,282208,0,"['Leon James', 'Sid Sriram']",2020-01-03,0.575,G,0.451,3.98e-06,90.012
6vivkuZkDXKVOWecDW4dwl,Eksik,54,262058,0,['Batu Akdeniz'],2020-01-03,0.446,C#,0.671,6.33e-05,143.891
1GK39qL3zPowvvb0UpWGyQ,82nd All the Way,59,201547,0,['Amaranthe'],2020-01-03,0.459,C,0.000365,1.11e-06,174.947
3wcWBTXMS4HSDx00Vhnuo6,2000 Years,2,201693,0,"['Autarchii', 'Big Youth']",2020-01-03,0.675,C#,0.222,0.0,134.085
5PHL0WXMCGOkD5dOPieuJU,Fuck the World,47,164960,0,['Pyhimys'],2020-01-03,0.422,F#,0.47,0.0,88.088
3YO5XA7Bdi2qDHNVmVfLLW,Szampan,53,200087,0,['sanah'],2020-01-03,0.684,C#,0.0159,0.0,129.977
47PHPRkVmhpfR5CsCr04ra,Serenity [TOTY #18] [UpOnly 360] - Mix Cut,1,295653,0,"['Roman Messer', 'Cari']",2020-01-04,0.488,A#,0.00112,0.0134,137.952
7ETbjnXQxwZETpSwRoJf3a,Guardian Angel [TOTY #16] [UpOnly 360] - Mix Cut,0,250427,0,"['Akku', 'ArDao']",2020-01-04,0.455,A#,0.000349,0.493,138.03
4iuCNMbyfANHoDwW0gDXvN,Want You To Go [TOTY #18] [UpOnly 360] - Vocal Mix - Mix Cut,4,201716,0,"['Tycoos', 'Sandro Mireno', 'Alaera']",2020-01-04,0.507,A#,0.00276,0.0096,138.001
79m1MDsJqPfZUJctl4ZCut,Unhappy Marionette [TOTY #12] [UpOnly 360] - Simon O'Shine Remix - Mix Cut,1,307746,0,"['Sergey Nevone', ""Simon O'Shine""]",2020-01-04,0.36,B,8.5e-05,0.959,138.032
2wdaW1Bi7h7oZjgYW8a3C5,To See You Again [TOTY #2] [UpOnly 360] - Mix Cut,2,224174,0,['Luis A. Moreno'],2020-01-04,0.297,G,0.222,0.912,137.992
5fXslGZPI5Cco6PKHzlSL3,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",67,188606,0,"['Jasmine Sandlas', 'Garry Sandhu', 'Tanishk Bagchi', 'Intense']",2020-01-04,0.805,C#,0.101,0.00343,94.993
2JwFL224DfPQnK7V5ZfUe1,Believe in Us Again [TOTY #18] [UpOnly 360] - Mix Cut,0,199167,0,"['Darren Porter', 'Clara Yates']",2020-01-04,0.44,A#,0.00143,0.0118,136.054
34lYUEocGsCsnnwF2npyOf,Lost Legend [TOTY #18] [UpOnly 360] - Mix Cut,1,264347,0,"['Tycoos', 'Sandro Mireno']",2020-01-04,0.434,G,0.00832,0.419,138.003
7dUB53KMdaJEhXGOnOpobE,Sea Of Sounds [TOTY #13] [UpOnly 360] - Mix Cut,1,302204,0,['Ahmed Romel'],2020-01-04,0.406,C,0.000807,0.242,138.018
4Ll3G0omqc9i8uWVAYW3gn,Remember Me [TOTY #16] [UpOnly 360] - Night Sky Remix - Mix Cut,1,287693,0,"['Afternova', 'Night Sky']",2020-01-04,0.378,D,0.0611,0.549,135.299
2ZCAQOIKH61cc5Xht3hwCS,Acid Lullaby [TOTY #8] [UpOnly 360] - Madwave Remix - Mix Cut,2,301907,0,"['ZOYA', 'Madwave']",2020-01-04,0.391,C,4.61e-05,0.663,139.914
70xxe4pW2cmblXysuxHQ7e,Stratocumulus [TOTY #18] [UpOnly 360] - Mix Cut,2,417600,0,['Nascent Nova'],2020-01-04,0.393,B,0.000398,0.858,137.929
3ePgKjXfNEYrfp9Jyr29Bo,The Gate To The Shire [TOTY #4] [UpOnly 360] - Mix Cut,2,365228,0,['InnerSync'],2020-01-04,0.339,D,0.00183,0.946,138.008
7bIqMqhOCGUql2KtMvzpy2,Paxanimi,42,67000,0,['EmmaGG'],2020-01-04,0.562,F,0.855,0.0141,130.098
1QTq0WpNRwvDsI2V6qxcu9,Good Night My Dream [TOTY #10] [UpOnly 360] - Mix Cut,2,249105,0,"['DreamLife', 'Aleksey Gunichev']",2020-01-04,0.36,G,0.00289,0.91,137.539
0dQEbkWOMpCUIQ8syoMmne,Si Tan Solo Supieras [TOTY #18] [UpOnly 360] - Mix Cut,2,283480,0,['SounEmot'],2020-01-04,0.374,A,0.0317,0.127,137.805
4Ekh9dyjVIHODEZho3RC2q,Uplifting Only [UpOnly 360] - Welcome & Coming Up In Episode 360: Tune of the Year Vote Countdown,1,65109,0,['Ori Uplift Radio'],2020-01-04,0.557,B,0.245,0.0,137.518
3o1pPkecfwxZXTdDk5r1kt,Awakening [TOTY #9] [UpOnly 360] - Mix Cut,1,243377,0,"['Sandro Mireno', 'Alaera']",2020-01-04,0.472,B,0.00119,0.135,138.019
2CssvyexUreZEIn5c2BdIz,The Motive Of Childhood [TOTY #3] [UpOnly 360] - Mix Cut,2,267434,0,"['Damian Wasse', 'Sandro Mireno']",2020-01-04,0.419,A#,0.000744,0.864,137.994
4yGqniiertAuLy2fCbGCem,Christmas Story [TOTY #5] [UpOnly 360] - Emotional Mix - Mix Cut,2,367001,0,"['DreamLife', 'Dmitriy Kuznetsov']",2020-01-04,0.399,C,0.0134,0.901,137.957
4Si9t5kwPyprJSrsK7M9Re,Do You Dare [TOTY #6] [UpOnly 360] - Mix Cut,2,208693,0,['Allan Berndtz'],2020-01-04,0.555,G#,0.00506,0.00207,138.017
1Eots9hSMffj72qj5S62HZ,I Won't Let You Fall [TOTY #18] [UpOnly 360] - Uplifting Mix - Mix Cut,1,314559,0,"['Aly & Fila', 'JES']",2020-01-04,0.463,D,0.000105,0.0161,139.965
16ZJviGukPsUjwxjnirV9Z,Uplifting Only [UpOnly 360] - Greetings from Aleksey Gunichev & Alaera,1,30895,0,['Ori Uplift Radio'],2020-01-04,0.358,A,0.0336,0.0,137.324
2WX9qC0U8s3LKKw3a4gzec,12 Years a Slave (Jfl 2014),11,95253,1,['Pete Davidson'],2020-01-04,0.644,B,0.847,0.0,65.732
6nmgwnmkKfZN2iuawZichC,Uplifting Only [UpOnly 360] - Next Up: Tune of the Year,1,32614,0,['Ori Uplift Radio'],2020-01-04,0.613,D,0.0889,0.0,44.508
1M3BcfPfce8jaESE8d0Umk,Sapphire (Recut) [FYHYM2019],1,69563,0,['Ben Gold'],2020-01-05,0.414,B,1.74e-05,0.978,138.02
0Aws4WVkOsoPtqVqgZdIsZ,Save You (FYHYM2019),1,83475,0,"['Richard Durand', 'Christina Novelli']",2020-01-05,0.404,F,0.000443,0.669,137.984
0P3pUZthacGlZvPPJLuX6D,Not Enough Time 2.0 (FYHYM2019),2,87289,0,"['Cosmic Gate', 'Emma Hewitt']",2020-01-05,0.464,E,0.000191,2.88e-06,131.986
6YwS3xSGRq6QPfoO6RJ0Ph,Nature vs. Nurture (FYHYM2019),3,59079,0,['Fisherman'],2020-01-05,0.502,F,0.000544,0.154,129.949
7MT1nzuiTWiDJRDBs3vclw,Surga (FYHYM2019),3,59072,0,"['Ferry Corsten', 'Gouryella']",2020-01-05,0.412,G,2.02e-05,0.96,130.011
2lAsWsiV2T1fOhakQTmsvA,Laserface 03 (Leaving You) [FYHYM2019],3,73847,0,['Gareth Emery'],2020-01-05,0.448,B,2.83e-05,2.49e-05,130.046
4OHvnYB1p32B04A1P3aMrC,Take All Of Me (FYHYM2019),5,92308,0,"['Andrew Rayel', 'HALIENE']",2020-01-05,0.399,F#,0.000746,0.000129,130.538
5dQ6uD5A6fgOBQ4qZQAsEZ,Cosmos (FYHYM2019),3,73848,0,"['Armin van Buuren', 'Rising Star', 'Alexandra Badoi']",2020-01-05,0.371,G,4.96e-06,0.613,129.981
