id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
21kLHXTkAt9GwK1O0eCWmn,Corazón En Pedazos - Live,40,216062,0,['Omega'],2019-01-01,0.597,F,0.206,9.52e-06,147.033
5lDkMtBu2QRA0SawGXlr2H,בוער בי השינוי,42,210187,0,['Marina Maximilian'],2019-01-01,0.531,B,0.745,0.0,145.998
3ymuBMTviroWLuf1jMsMVf,Sorai,64,278333,0,['Nadin Amizah'],2019-01-01,0.555,C,0.951,0.0029,143.585
6sYfsQv9XYyCEOzajTF6eF,Strazile Din Bucuresti,41,193920,0,"['Florian Rus', 'MIRA']",2019-01-01,0.429,D#,0.145,0.0,89.538
27h0bXSfmLjRu1jbTqgeEe,Narcos,42,196293,0,['Jamaika'],2019-01-01,0.726,E,0.227,0.0,141.939
4kdUqG9YAxlKlObpAI4BJV,Hutang,50,225459,0,['Floor 88'],2019-01-01,0.727,A,0.101,0.0,129.978
3xAei3tmN2BXTr1cx41bph,Law Kana Bainanal Habib,47,191658,0,['Ai Khodijah'],2019-01-01,0.279,D,0.921,0.0,169.337
2ca3Fvpl9VVPrij19IHlqJ,Sucker Punch,43,194323,1,['Sigrid'],2019-01-01,0.639,G,0.00153,3.64e-06,165.973
29KbW8VlYm7z1gbQo4Ysar,Gundah,51,243797,0,['Ernie Zakri'],2019-01-01,0.462,D#,0.677,0.0,78.101
5FT9XLahK4SkgbFrcKV1MN,I Dinami Pou Den Ipologizane,34,291236,1,['Zoro&Buzz'],2019-01-02,0.597,B,0.336,0.0,89.167
6Z2c6xutbybbkxO4jVQcbS,Suppose the Doomsday Cults Were Right? (2011),0,159147,0,['The KBK'],2019-01-02,0.233,C,0.0473,0.722,188.59
6ozr4JPT5FsRoQV9H0myDY,Hunting for the Dead (2011),0,169973,0,['The KBK'],2019-01-02,0.137,G,0.0412,0.871,191.202
3eXEDwbVGv2ZMGsKo40r64,X-Ray (New Year 2019 Edition),0,280000,0,['Grin Dee'],2019-01-02,0.756,D,0.000711,0.835,138.002
04rzV1K8RShRry7fK4DoWB,Turn Your Insides Out (2011),0,160013,0,['The KBK'],2019-01-02,0.0856,E,0.000294,0.53,181.711
4WBbwV4M5EsgShiidKZbty,Love Theme for a Twisted Mind (2011),0,156653,0,['The KBK'],2019-01-02,0.148,E,0.000335,0.685,186.146
1BdiADbiygF2ZockaoaMiG,Como tu,49,163998,0,"['Cannabeats', 'Zona Infame Oficial', 'Klibre']",2019-01-02,0.743,B,0.716,5.67e-06,132.057
3Erk7PtpFjsUY4T9P8xyGO,Psycho Beach Party 3000 (2011),0,149893,0,['The KBK'],2019-01-02,0.137,E,0.006,0.774,189.788
6aIR43UW5EbMwLnpYkFLz3,Happy New Year Ki Party 2019,0,179696,0,['AKP Machhi'],2019-01-02,0.762,F#,0.0112,0.0,119.972
0HCfTBS1vrw9zipf7WlxTf,แอบบอกรัก,44,180717,0,['Jaonaay'],2019-01-02,0.568,G#,0.401,0.0,140.031
063I0DKwfymjEQRp664P98,Bu Akşamda Aklımdasın,60,152000,0,['Gökşin Derin'],2019-01-02,0.686,G,0.203,7.81e-06,140.146
53KBJe90rbY3NDa8UMjl8G,G,53,289567,0,"['Kiyo', 'Space Moses']",2019-01-03,0.554,D,0.499,0.000133,82.971
6DVNGrK76cUafq8vGtiyUd,多想爱你,49,319286,0,['季彦霖'],2019-01-03,0.573,D#,0.774,0.0,139.804
6UtyNItDq79iHK6eevVq8h,Potentie,52,163200,0,"['Stefan en Sean', 'Bram Krikke']",2019-01-03,0.892,C,0.365,1.95e-05,149.955
6iessmd8ERNxVNHsZYXB94,Nikdy Se Nezmenim,46,155200,1,['Dollar Prync'],2019-01-03,0.779,A,0.457,0.0,92.884
6lhYcibihEuez5oKjg84km,Sweater,9,246108,0,"['BUMKEY', 'Yang Da Il', 'TAEWAN', 'Kang Min Hee', 'MXM', 'Vincent Blue']",2019-01-03,0.585,C,0.484,0.0,115.031
6VcZK1tMmuMJbqTFlbkfKZ,Do Your Thing,3,267144,0,"['Verbal Jint', 'BUMKEY', 'Eluphant', 'Hanhae', 'Kanto', 'Yenjamin', 'GREE']",2019-01-03,0.719,A,0.124,0.0,131.975
50EWRfsWrKfkjWKHvjreBs,คนละชั้น,41,207907,0,['Jaonaay'],2019-01-03,0.704,A#,0.685,0.0,141.991
0AU35UbvOtAAABTKka5Too,Yaralı,60,186433,0,['Murat Göğebakan'],2019-01-03,0.584,A#,0.627,0.000181,98.836
5GY9Q1oJK2YV455pBXq8WE,Baby,29,157501,0,['Américo Young'],2019-01-03,0.587,C,0.266,1.8e-05,119.031
3oVIKaMJqbaLl7MHmD4E5B,לבחור נכון - בהופעה בקיסריה 2018,36,294340,0,"['Ishay Ribo', 'Amir Dadon']",2019-01-03,0.264,C#,0.745,1.8e-06,143.572
7aAKMWKgcvvhTt476WfvER,Tudo Certo,42,233387,0,"['Branko', ""Dino d'Santiago""]",2019-01-03,0.835,F,0.476,0.119,118.014
3TMW1GOB1lsmvf8er2dE8g,Lambo Diablo GT (feat. Nimo & Juju) - Remix,63,317902,0,"['Capo', 'Nimo', 'Juju']",2019-01-04,0.722,B,0.445,6.19e-06,114.997
7eYJ9NjhLPtCjyoJfWpfMr,"Phir Mulaaqat (From ""Cheat India"")",54,250017,0,"['Jubin Nautiyal', 'Kunaal-Rangon']",2019-01-04,0.5,A,0.572,0.0,140.078
72nkkzVRNM4QFqtndfdPtn,Edelleen Edellä,40,178710,0,['MKDMSK'],2019-01-04,0.768,A#,0.0715,0.0,99.964
6voi5xnLs9JKmWG2oLmgDU,Raised on Country,64,175595,0,['Chris Young'],2019-01-04,0.572,D,0.395,0.0,148.095
6Rk9OCPLRprxsMmYgnU1UF,For Island Fires and Family,58,285645,0,['Dermot Kennedy'],2019-01-04,0.474,A#,0.893,5.46e-05,102.274
5we8idYGViC40kjeHejRog,Behe Chala,52,324770,0,"['Yasser Desai', 'Shashwat Sachdev']",2019-01-04,0.453,D,0.672,0.0,146.81
18A7ha5BitZjmdHTCwXFbU,Cradles,80,209829,0,['Sub Urban'],2019-01-04,0.581,C#,0.27,6.48e-05,67.443
1y4jsQt7MjnZhiD1L6qFBC,Cradles,76,209829,0,['Sub Urban'],2019-01-04,0.534,C#,0.256,6.02e-05,78.616
2r6UZZ1JdRsDlfIQHKDjST,Challa,58,207781,0,"['Romy', 'Vivek Hariharan', 'Shashwat Sachdev']",2019-01-04,0.762,C#,0.105,1.93e-06,98.019
7qCT0FQxJYTzpUyoC10GEQ,Äänii,39,204115,0,['Mouhous'],2019-01-04,0.795,B,0.0156,0.0,124.913
2kLFzLJgHtreNbNlbVzQy4,Jagga Jiteya,56,191489,0,"['Daler Mehndi', 'Dee MC', 'Shashwat Sachdev']",2019-01-04,0.774,C,0.0173,0.0,93.959
3FSKFG95l4GGTCsdRqOjCL,Tagasi Me,27,141555,0,['Elina Born'],2019-01-04,0.635,A,0.561,0.0,97.904
3YHHiktpaEShl6v22bOpzo,Kall,55,174250,1,['Ant Wan'],2019-01-04,0.638,F#,0.03,0.0106,120.054
2KCniOTF7bLmiDyqrSIZCH,Pescador - Abicahs 2015 Rework,1,364000,0,"['Azee Project', 'Abicahsoul']",2019-01-04,0.861,B,4.73e-05,0.178,119.984
56Z82lgWpPvvv4TB85LkTw,Summer Sun 2019,0,403466,0,['Vyacheslav Sketch'],2019-01-05,0.73,A,0.111,0.868,128.011
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,84,158571,0,['Surfaces'],2019-01-06,0.878,F,0.183,0.0,112.022
5AFr37hiMLp2zN5ppyZX9t,Ah Bu Şarkıların Gözü Kör Olsun,51,219374,0,"['Cem Adrian', 'Hande Mehan']",2019-01-06,0.519,G#,0.902,0.0,94.26
29Fh92NfO9dq9T05FMgyAi,Morning,46,232000,0,['Lazyloxy'],2019-01-06,0.629,F,0.814,0.0,73.761
4wsc8OzliQP9P2ZiuevaBn,הזוג הזה,44,193860,0,['Mergui'],2019-01-06,0.766,G#,0.0865,0.0,109.999
14wQAKdXYyj8CE5GDmjv3H,Tan Celoso,51,162847,0,['Chimbala'],2019-01-06,0.856,C#,0.282,0.00358,125.088
7tEdqO2YSVSmOh35bVGATz,夜行性動物 (徐珮芬詩集同名主題曲),41,240380,0,['Fran'],2019-01-07,0.547,F#,0.926,0.16,119.803
5B9SfznH9FnzyE0b8nO6Io,New Year 2019,0,136566,0,['Azzemx'],2019-01-07,0.472,E,0.465,0.938,119.994
3Spac8g9cWtNvW5UYqeRAg,Soviett New Year 2019 (Compiled & Mixed by Ivan Starzev & Keysi),0,4046417,0,"['Ivan Starzev', 'KeySi']",2019-01-07,0.678,G,0.00499,0.591,117.997
2di8zrP1d8ePkJup0mEZxS,בלעדיך,34,219866,0,"['Lee B.', 'Eliana Tidhar']",2019-01-07,0.563,F,0.693,0.0,90.229
6mtBaHc5msOGaUzYguKXZH,БЕРЕГОМ,49,198040,0,['ЯАVЬ'],2019-01-07,0.442,F,0.26,1.79e-05,102.09
2aSJKMxRC79cyY0db29RaW,Beautiful Birds Above the Canopy,3,79976,0,['Calm Bird Sounds'],2019-01-07,0.342,C#,0.743,0.00247,50.271
3j14qtAI9kueKAxtjYYjsZ,I'M OK,58,216647,0,['iKON'],2019-01-07,0.676,C,0.335,0.0,89.882
77YB9lfuH0UNg9lA3NapgE,มักอ้ายหลายเด้อ (เซิ้ง Music),42,219913,0,['กวาง จิรพรรณ'],2019-01-07,0.718,C#,0.0744,0.0,114.955
0Oa0m93JdO4xKEMz8T2UZk,GOODBYE ROAD,56,239104,0,['iKON'],2019-01-07,0.579,E,0.0607,0.0,79.015
1roCmBlcpV7LzsmB7pmCyt,Let Me Down Slowly (feat. Alessia Cara),68,169175,0,"['Alec Benjamin', 'Alessia Cara']",2019-01-07,0.655,C#,0.716,7.4e-06,150.267
7CLsVSQAa4BPp1dUt2YLXY,I Wanna Do,64,184355,0,"['Chemical Surf', 'Dubdisko']",2019-01-07,0.819,F,0.00414,0.897,124.028
1IbpTcFDHRD87cGQOhVCDP,KILLING ME,66,193734,0,['iKON'],2019-01-07,0.762,A,0.463,0.0,128.001
4wZv6OJwYPOip48cGARAYy,2012 Light Years from Home (Instrumental Version) [Live],0,191455,0,['Apocalypse'],2019-01-07,0.438,G,0.145,0.749,107.316
0s6XI7xh1Bj10Ly6lbPuS2,между нами километры,47,110899,0,['айскрин'],2019-01-08,0.718,A#,0.855,0.000369,75.133
6emxVVFd4zCoUQuhzLsAGE,About That,42,54000,1,"[""Mahlano Da'don""]",2019-01-08,0.621,F,0.621,0.0,87.529
3YrQo9yaZDVCve7Dfow980,Mul On Saab,45,113940,0,['AG'],2019-01-08,0.761,C#,0.13,0.000806,120.008
4VgS7TMARnwt3ln9c4ZFle,มนต์รักนักแร็พ,39,275556,1,"['FIIXD', 'Khun OC', 'NAMEMT', 'Diamond', 'Ben Bizzy', 'YOUNGOHM']",2019-01-08,0.805,C#,0.0142,0.0,162.013
5hxfGCnFX0ruGMVsPKZ9eU,Yolu Yok,52,204513,1,['Ati242'],2019-01-08,0.687,F,0.261,0.0183,80.991
2AKk68Pkd14ObibYqeqepp,איגואנה עם בוי אצ׳י,37,115138,1,"['Michael Swissa', 'Boi Ecchi']",2019-01-09,0.833,C,0.023,0.0,170.047
4amDzsVDTcDf9zW16tTKEY,Inner Strength,2,237290,0,"['Degos & Re-Done', 'B-Front']",2019-01-10,0.46,A#,0.00283,0.208,155.089
3FiAXaDigpVn3HaoNtai0J,La Mala,38,207795,0,['Wason Brazoban'],2019-01-10,0.69,D,0.828,0.000107,118.959
6CoIisPULGNhA35WQzq0or,Ready For Madness,0,220645,0,"['Degos & Re-Done', 'MYST']",2019-01-10,0.414,D,0.000193,0.000205,155.267
4mCGwaHjFiFvrV3mP9pyGl,My Name Is Alfred,0,171800,0,"['Endymion', 'Alfred']",2019-01-10,0.564,F,0.0964,0.000294,149.986
00MGf5IXCqJrlnNEz0O86w,Louder,0,169600,1,['Crystal Mad'],2019-01-10,0.484,D,0.255,5.77e-06,150.008
0KWCVQNazdYd3XjqdqTZ48,A New Today - ANDY SVGE Remix,1,223816,0,"['Endymion', 'Art Of Fighters', 'Lilly Julian', 'ANDY SVGE']",2019-01-10,0.392,B,0.184,0.00128,151.998
6O8LC3i3Tn6gttmrIIyCyR,Shhhh Baby Sleep Sound,53,123182,0,['White Noise for Babies'],2019-01-10,0.198,D#,0.000195,0.00166,145.82
2Psbt9MZfVJNuHXFgG7DHh,Etho Mazhayil,51,218611,0,"['Vijay Yesudas', 'Shweta Mohan', 'Prince George']",2019-01-10,0.427,C#,0.766,1.12e-06,169.749
0w27wJIGghyPs6uz0bBJxY,The Dark Knight,0,232208,0,['Endymion'],2019-01-10,0.479,G,0.0376,0.0,153.978
7FhFHEawekNxVCc84TJe4N,Risk The Dark,0,265193,0,['Degos & Re-Done'],2019-01-10,0.53,F#,0.0526,0.00222,155.0
50j41Kmy2FUsYWBD9f6puV,The Last Generation,0,211355,0,['Endymion'],2019-01-10,0.586,B,0.155,0.000512,153.998
0F2muCxmWhi7NfY9poM0KZ,至少我還記得 - 天堂的微笑插曲,44,304800,0,['Eric Chou'],2019-01-10,0.269,A#,0.724,2.65e-06,168.803
7bCmhfThomJjD4PoqgcjrH,Higher,0,176325,1,"['Crystal Mad', 'Kutski']",2019-01-10,0.559,F,0.113,0.0191,149.981
1UNgjDm9OG8jlFrI0zAdug,Opinions Of Me,1,230710,0,['MYST'],2019-01-10,0.399,F,0.000736,0.00012,155.04
48TIw3nzzX7ZwLagRuwLws,Oplo,35,282857,1,"['Mad Clip', 'DJ Stephan']",2019-01-10,0.655,D,0.121,0.0,140.029
4Sfk94ixBNx0U03jpCSbAP,You Should Never,53,203162,0,['Fruits of Lips'],2019-01-10,0.582,G,0.721,5.47e-06,115.902
5ouPrzq0QyDZFSpfBJBJAo,I'm Falling,1,182766,0,['MYST'],2019-01-10,0.341,A,0.00954,0.00048,154.971
7hFOiCDf2mV7xyonXrRGzW,The Take Over,1,258581,0,"['Degos & Re-Done', 'Bass Chaserz', 'Crystal Mad']",2019-01-10,0.456,A#,0.073,0.0,77.012
4EtIza2cKMmR2XP7idebXG,Hello My Love,60,214212,0,['Westlife'],2019-01-10,0.679,C,0.0971,0.0,121.96
5jOYtMuC6lc0pvebPfQDDF,終於了解自由,47,316933,0,['Eric Chou'],2019-01-10,0.552,F#,0.794,2.14e-05,104.959
2NduIOJYGwZjUQ3mcqH5Xg,From The Ashes,1,229512,0,['MYST'],2019-01-10,0.347,G,0.00013,2.57e-05,154.956
4jRPR0rRaC41zwj9to2ZwR,Number One Gangstaz,1,147871,1,"['Endymion', 'Crystal Mad']",2019-01-10,0.482,E,0.00817,0.0,77.439
07uEVgxoKfIXeLbwmTH3hT,Losing Myself,0,186316,0,"['Endymion', 'MC Jeff']",2019-01-10,0.466,D,0.32,0.0,152.082
6IWKVfAyme9MVBf2B42DFR,Where I Shine,1,221419,0,['MYST'],2019-01-10,0.35,G#,0.00261,4.53e-05,155.088
04fay70EbEGuUNBjnUgaU8,בלילות,49,231000,0,['Rotem Cohen'],2019-01-10,0.316,C#,0.681,0.0,80.656
2IAumRplFr0Ns09kKgt2je,怎麼了,60,321040,0,['Eric Chou'],2019-01-10,0.496,A,0.701,0.000168,140.051
4SBQSroThFQ98U29IwnJ2g,Coisa Boa,64,165600,1,['Gloria Groove'],2019-01-10,0.692,B,0.516,0.0,100.292
04HyaHhNxeXaOSeh4CgRmz,גם אני,43,198170,0,['Cookie Levanna'],2019-01-10,0.488,E,0.204,0.0,161.938
18LXrvm337xqvFxpaB9Puj,È sempre bello,53,203872,0,['Coez'],2019-01-11,0.692,G#,0.0732,0.0,110.919
1PNPtLq340zP1xzu9ixm2d,Femme Like U,59,248640,0,['K.Maro'],2019-01-11,0.751,D#,0.046,0.236,117.01
1r98iTubQlz0UFlE6jC0B5,Winter - 2019 Remaster,0,624010,0,['Rigel Centaurus'],2019-01-11,0.157,B,0.78,0.87,131.701
7iNiRaxUOvd4seviLprqeb,X,45,181691,0,['KESI'],2019-01-11,0.756,C,0.13,0.0,102.005
6zYuVnHTZQbFSQ9BAhhf9S,"i hate u, i love u (feat. olivia o'brien)",46,251039,1,"['gnash', ""Olivia O'Brien""]",2019-01-11,0.615,F#,0.691,0.0,92.144
4KzF0D6ohFtFBq4PpGIC9w,Spring - 2019 Remaster,0,1080025,0,['Rigel Centaurus'],2019-01-11,0.0925,C,0.992,0.976,86.901
0Q3jOuEpx8Esi2qZMQSghl,下一位前度,58,275235,0,['Terence Lam'],2019-01-11,0.555,G#,0.479,0.0,117.892
78MjdEavkSKQCungaxkd7V,Terug Naar Toen (feat. Lijpe),49,200795,1,"['Boef', 'Lijpe']",2019-01-11,0.757,B,0.236,0.0,96.434
1d33zWYPNimAveZ73uCW7P,Malo,47,271882,0,['Jorge Pabuena'],2019-01-11,0.762,A,0.521,0.0,143.97
43XVQnmthLUV5acNBzGzJ1,Complicated,50,186797,0,"['Alexander Oscar', 'SVEA']",2019-01-11,0.714,C#,0.0766,4.35e-05,99.962
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),81,171030,0,"['Sam Smith', 'Normani']",2019-01-11,0.741,G#,0.45,1.97e-06,102.998
1Tbs9zRNLfn2T1xVCfRCf2,Colectez,41,237587,0,"['Ian', 'Azteca', 'Bengales']",2019-01-11,0.759,A#,0.236,0.669,97.004
2EkSGZR1U1TrkxxmuxUBtW,White Noise for Baby 432 Hz (Loopable with No Fade),65,60000,0,['Best Noise'],2019-01-11,0.0,D,0.94,0.994,0.0
4yOJrZbuWErrceGfZ0bR78,No Scrubs - Radio Edit,67,173810,0,"['Sam Robs', 'Kelvin Wood']",2019-01-11,0.559,G#,0.212,1.66e-06,123.885
4AnzO8tsZYpEbpjTykMqlg,Play,4,186347,0,"['Jax Jones', 'Years & Years']",2019-01-11,0.763,B,0.0305,0.0,125.038
7310HkEbJ2SLziIte7WZSi,Gott is a Dirndl,45,200290,0,['Melissa Naschenweng'],2019-01-11,0.678,C#,0.00795,0.0,92.96
7Eso5mURNFprb5PmhOXDlf,La Plata (feat. Lalo Ebratt),59,195493,0,"['Juanes', 'Lalo Ebratt']",2019-01-11,0.762,C#,0.201,0.0,167.881
1B0QxTqRpKHv543DknDuDc,Summer - 2019 Remaster,0,1028021,0,['Rigel Centaurus'],2019-01-11,0.0599,C,0.457,0.898,62.072
7aVOlHqEAKsVT33gj8vCc3,Autumn - 2019 Remaster,0,1156813,0,['Rigel Centaurus'],2019-01-11,0.0718,A,0.882,0.95,63.828
3xsQw4CVKtM6xS9LnnRBLE,Brown Noise 355 LPF,61,182424,0,['Granular'],2019-01-11,0.23,C#,0.95,0.96,74.882
06Y3JUTmBsuN9Sud6M5Q5Y,Papatya,56,280408,0,['Çağan Şengül'],2019-01-11,0.336,B,0.957,0.0912,129.479
2nae3Qi8GDQdcvkyZXyhrj,דאווינים,34,257093,0,['Mercedes Band'],2019-01-11,0.598,G,0.0123,2.63e-05,120.096
28XaWv1sTz7ZXDW2olHlsR,Saat Bahagia (feat. Sheryl Shazwanie),39,270214,0,"['Ippo Hafiz', 'Sheryl Shazwanie']",2019-01-11,0.487,C,0.113,0.0,143.888
12f56ahZiydKYtxO2oyF9P,Uni,42,201406,0,['Movetron'],2019-01-11,0.605,D,0.0662,0.0,99.989
1fpmB97puEtPLW9ui8qEBw,DRUP,53,181216,1,"['Bizzey', 'Kraantje Pappie', 'Jonna Fraser', 'Ramiks']",2019-01-11,0.926,F,0.179,0.00857,99.966
6EKWwgARvh7JS1n7nHIVMY,King Of My Castle - Don Diablo Edit,59,173258,0,"['Keanu Silva', 'Don Diablo']",2019-01-11,0.749,F,0.259,0.000172,125.045
1waQTvOWV18qC4qEyo9pGu,I steh auf Bergbauernbuam,53,181475,0,['Melissa Naschenweng'],2019-01-11,0.631,C,0.00322,0.0,122.063
7nDdxPUC5LbxmspeqkOzt8,imagine if,66,197216,1,['gnash'],2019-01-11,0.907,G#,0.568,0.0,92.063
6nTZdy0g6OmvMMiCO2mmz3,Callao,43,184766,0,['Anna Carina'],2019-01-11,0.884,C,0.0223,9.62e-05,95.02
6Tcpvn7zUT8aAcpAPJiwZb,點解咁撚肥,35,132086,0,['JB'],2019-01-11,0.856,G#,0.156,0.0,139.002
6MkDqxB9BUQ0klSOZjaQrZ,Tehdään jotain kaunista,43,220697,0,['Happoradio'],2019-01-11,0.523,F,0.00442,5.24e-05,141.867
4JP5xrNLDGEgPGaiGQ7yvV,NÅR DU DØR,44,165598,1,['AMAL'],2019-01-11,0.717,C,0.44,0.0,116.87
1aQ3ZES9ITvoMrPdYJ0acT,RATATA,48,170812,1,['Boef'],2019-01-11,0.789,G,0.139,0.0,180.059
