id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
62Ltx0EJu4imX70bx6icRb,再殺一個人,40,212620,0,['my little airport'],2018-01-01,0.612,A,0.331,0.00338,155.956
77G0k1La0c5Dw8bAFANcyp,Sports,74,164165,0,['Beach Bunny'],2018-01-01,0.231,A,0.000653,0.026,186.142
0vEC5A9cQVRaRl5eh100wo,Párizs,37,184652,0,['Hiro'],2018-01-01,0.823,F#,0.552,0.00198,114.96
6baeV3RT4kpivo327DC3AM,あなたがいることで,46,316453,0,['Uru'],2018-01-01,0.535,G,0.683,0.0,147.323
2H3rFJI32usH7nYRKNm9SP,Ég fæ aldrei nóg af þér,22,206893,0,['Stjórnin'],2018-01-01,0.649,G#,0.00532,0.00434,155.026
77wz2VtAwxAwYOGTJrZBKT,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",57,189514,1,"['$hirak', 'SBMG', 'Boef', 'Lil Kleine', 'Ronnie Flex']",2018-01-01,0.704,G,0.579,0.0,125.172
3Mh5cDZsYRljE11BQM7u0J,你說之後會找我,37,180907,0,['my little airport'],2018-01-01,0.558,C,0.849,0.000901,80.009
4LnRLsKhypMfOqExy6QanW,remember,48,350120,0,['Uru'],2018-01-01,0.504,C,0.468,9.62e-05,75.02
5Wdfntb6waHHbUiUyPLqp3,Seinni Tíma Vandamál (Áramótaskaupið 2017),31,177661,0,['Daði Freyr'],2018-01-01,0.826,C#,0.0557,0.00227,127.042
1el6aIrQIu9griumSFkGRl,BOOBO,45,49830,1,"['LeoKBOBO', 'DJ Joppa']",2018-01-01,0.681,E,0.00155,0.0631,130.151
1Lt82WcaNF72QM41Rp4QHw,Самая тёмная ночь,43,148500,0,['снова не успел'],2018-01-01,0.522,C,0.334,7.04e-05,79.983
2Hjk6eQupcpvSl2sAyjQ03,Move It,45,82004,0,['DJ Kool'],2018-01-01,0.665,G,0.523,0.897,138.927
1GBSi00dG3vguFNB0S3JAX,Soy R - Acustico,25,245045,0,['RolA RooTs'],2018-01-01,0.936,A,0.341,0.0,129.98
38xRuKn3d0aLEjgG0s8xN0,Night Rain,34,121562,0,"['Rain', 'Rain Sounds Lab']",2018-01-01,0.405,G#,0.355,0.933,111.95
12095GlriCNhVCbJV30vKw,西湖沒有中秋,43,127761,0,['my little airport'],2018-01-01,0.616,A,0.759,0.0965,138.066
1ps8Dj3PRqWwiy70lP9iBm,Funkapapa,16,321391,0,"[""The Family's Jam""]",2018-01-01,0.804,G,0.0193,0.862,115.017
6KoMzlo5G71ppwx2oeeFG2,Insomnia,47,111897,0,['sadimsad'],2018-01-01,0.308,F,0.024,0.511,70.932
5qZRyl3QDa1PbNXuYfBCEP,Tuhan Sebut Sia-Sia,48,317453,0,['Amigdala'],2018-01-01,0.598,A,0.942,0.00323,77.448
2AT9D6XKExZbYetyLFANwF,Ellipse,0,449952,0,['Mikas'],2018-01-01,0.762,A,0.000847,0.904,129.985
2uxfTeaZyHVz3nXgMCe7wy,FOLLOWERS,40,194500,0,['fellow fellow'],2018-01-01,0.764,F#,0.541,1e-06,102.0
0URzkqWsT0YCaV4Nskgwl7,Te Mentiría,51,217428,0,['Damián Córdoba'],2018-01-01,0.607,C#,0.0334,0.0,150.038
69Z1lM4fu7LcANSZgx7C8i,I Know It's Not Time - Original Mix,0,397038,0,['James Johnston'],2018-01-01,0.786,D,0.111,0.862,121.989
40URT2ElmGPZBtcqdQ172D,Move Forward,0,394980,0,['James Johnston'],2018-01-01,0.773,B,0.0256,0.722,122.007
3b0wh4iOyqGCmWXKWfnDAx,We Could Be Together - Original Mix,0,419840,0,['James Johnston'],2018-01-01,0.84,C,0.0804,0.882,120.01
6G2AbTudAM4FXbrKXsIo8l,Face And Traces Of Home,0,441699,0,['James Johnston'],2018-01-01,0.721,D#,0.163,0.863,109.988
1Dlrz1e4wocCHbKBFDY9DH,Not So Easy,0,387010,0,['James Johnston'],2018-01-01,0.737,B,0.0334,0.916,120.017
1j2dGcvScQZpB0qOh3BZOn,Down The Gates - James Johnston Remix,0,412526,0,"['Club Gateways', 'James Johnston']",2018-01-01,0.61,D,0.0363,0.389,122.04
2hCEaFyyazIK7nzwTmfydL,Faces And Traces Of Home - Original Mix,0,441699,0,['James Johnston'],2018-01-01,0.721,D#,0.163,0.862,109.987
7n6emXIcaECmkljP1rPlvQ,לבחור נכון,51,216013,0,['Amir Dadon'],2018-01-01,0.442,C#,0.176,0.000243,71.769
1wJjQbxJ8HT45G0QlfwHFO,Танцы На Стёклах,51,232840,0,"['Sharliz', 'FULLER']",2018-01-01,0.783,E,0.0353,0.603,99.98
5Ue4PFCfNaNq25r353BjeL,Move Forward - Original Mix,0,394980,0,['James Johnston'],2018-01-01,0.773,B,0.0256,0.722,122.006
3hrIabQN2dgoCmUaXBffgh,Witness The Invisible,0,431255,0,['James Johnston'],2018-01-01,0.728,E,0.000385,0.809,111.993
76eUilI7JKIBXATCBuSsjT,ลืมไป,46,261484,0,"['Wanyai', 'ปู่จ๋าน ลองไมค์']",2018-01-01,0.7,G,0.0543,0.0,152.043
0b5v0oPB4g5LDpXvEeZ28L,เมษา (MAYSA) feat. BLACKSHEEP,48,239500,0,"['fellow fellow', 'Blacksheep']",2018-01-01,0.517,A#,0.703,0.0,129.996
4CHeHkkKAVKUwZGUtxB183,One Night Stand,49,178520,0,"['Malik Montana', 'Dio Mudara']",2018-01-01,0.853,D,0.429,2.58e-06,100.014
2DYu0c3YDfIHDvf7vIGfUM,כל יום כמו נס,40,223280,0,['Amir Dadon'],2018-01-01,0.447,D,0.0475,0.00035,82.451
0PniWiJeVL4tyF4BVItzHW,Cumbia Chonera,37,241487,0,['Don Medardo y sus Players Mauricio Luzuriaga'],2018-01-01,0.762,D,0.0799,0.00428,107.475
3LUlycFjD20nBuNdl44uv9,Comme Ci Comme Ca,46,171636,0,['Stephane Legar'],2018-01-01,0.835,A#,0.123,0.0,128.02
4d27moe4ektCopFiU3mIOR,At Night,0,479556,0,['Mikas'],2018-01-01,0.659,B,8.36e-05,0.842,127.993
648gpeYJTQQmVp30lsBS8q,Země Draků,34,198920,0,['DIVOKEJ BILL'],2018-01-01,0.695,C,0.485,0.000229,150.011
7dz0DUz6a3PQJ1tSHhTwA0,Juarez,35,206679,0,['DIVOKEJ BILL'],2018-01-01,0.452,B,0.186,0.0,97.814
0k69FKKlinOJZDEXz0RisX,From Here To Somewhere Again,0,425902,0,['James Johnston'],2018-01-01,0.769,B,0.034,0.676,123.999
5kHG15YMCwPsobztr1dnlT,Down The Gates - James Johnston Remix,0,412526,0,"['Club Gateways', 'James Johnston']",2018-01-01,0.608,D,0.0357,0.393,122.04
6U9nqTnVrw3r0nP6u65UHj,Walk All Night,0,407516,0,['James Johnston'],2018-01-01,0.728,C,0.0135,0.824,123.992
6mS2E1zXKhwYv8oCRjB8oZ,Walk All Night - Original Mix,0,407516,0,['James Johnston'],2018-01-01,0.728,C,0.0135,0.823,123.992
3jE2iVYNA7c0z2zuJkN08S,Strange Days,0,518009,0,['Mikas'],2018-01-01,0.732,D,0.000338,0.835,128.013
1qKiu4G9GQG5tGC1ZWCdFD,Circles - Extended Mix,0,429448,0,"['Mikas', 'Monika']",2018-01-01,0.732,A,0.00207,0.0,126.99
6qjIczex3FaKDmI7h7qFoN,Untouchable,0,427861,0,['Mikas'],2018-01-01,0.795,C#,7.55e-05,0.767,128.016
6Q8yxcMLIappLq4bHmcDCW,Solo Tú,43,218088,0,['Don Medardo y sus Players Mauricio Luzuriaga'],2018-01-01,0.769,B,0.229,0.00105,109.962
3L2NLu8QD94BaouIh97dj5,Respect,49,95230,1,['Esneider Garcia'],2018-01-01,0.741,G#,0.000658,0.896,130.017
1DuhuCbnaq1Nc3VbFEyiTI,A New Day Begins - Original Mix,0,467299,0,['James Johnston'],2018-01-01,0.65,C,0.0535,0.813,112.006
2VIHRS2OBWsFmo3PLbXYA3,She's Gone - Original Mix,2,462320,0,['James Johnston'],2018-01-01,0.72,G,0.038,0.584,122.003
5C49fiMQH79tRgB1HLmKLE,Why Do They Wanna Go - Original Mix,0,418347,0,['James Johnston'],2018-01-01,0.795,D,0.0449,0.779,121.992
3v47dhoCGYeZjPp4Vt2DWA,From Here To Somewhere Again - Original Mix,0,425902,0,['James Johnston'],2018-01-01,0.77,B,0.0338,0.674,123.998
4tOKGgdbsaRCREBdKOLVW9,Virtual Emotions,0,458775,0,['Mikas'],2018-01-01,0.683,A#,0.00135,0.879,127.991
0cRHmj8gMA9TFDKwbspHvx,Namaste,35,200369,0,['Static & Ben El'],2018-01-01,0.729,G#,0.202,0.0,145.013
0AqXXHgbNaxm0YRds7MiFM,We Could Be Together,0,419840,0,['James Johnston'],2018-01-01,0.839,C,0.0823,0.879,120.01
4WooJ3YU6IABbLGShlBHLH,Why Do they Wanna Go,0,418347,0,['James Johnston'],2018-01-01,0.794,D,0.0447,0.78,121.99
0kGRSdC3GTpSIj6vy2kIoU,Moontribe,0,413000,0,['Mikas'],2018-01-01,0.641,A,0.000347,0.86,127.999
6rnLRxw1NaBYqphvg19owE,I Know It's Not Time,0,397038,0,['James Johnston'],2018-01-01,0.786,D,0.111,0.863,121.989
5CPo8jdZkE8knHeNdT4q9N,Glow Now,42,198860,0,['Marina Maximilian'],2018-01-01,0.575,F,0.412,1.92e-06,144.952
6sZJVsKwEeTVEKAa5APuzj,Drive Around The City - Original Mix,0,372514,0,['James Johnston'],2018-01-01,0.778,A#,0.154,0.804,120.022
00Xrq7F9stRRJW9aUidiJ4,A New Day Begins,0,467299,0,['James Johnston'],2018-01-01,0.65,C,0.0536,0.813,112.007
3lxGq2shFeENCdRR07TACt,Witness The Invisible - Original Mix,0,431255,0,['James Johnston'],2018-01-01,0.728,E,0.000384,0.81,111.994
6oR1nm5JFbvqbVR0836rQ6,Drive Around The City,0,372514,0,['James Johnston'],2018-01-01,0.778,A#,0.154,0.802,120.021
01ThiIQNqtFvHCBRrxD33S,Not So Easy - Original Mix,0,387010,0,['James Johnston'],2018-01-01,0.737,B,0.0338,0.917,120.018
3qXaAdVOZMZ7XWxBEZ7fil,En el Seno del Amor,57,226640,0,['Dread Mar I'],2018-01-01,0.764,D#,0.143,1.1e-06,135.949
2JsnFYldWr547cFQsXKTCf,Shes Gone,0,462320,0,['James Johnston'],2018-01-01,0.72,G,0.0378,0.585,122.003
1LZLW5UDETLrr4f2r7DtMp,Dobrý Časy,38,214528,0,['DIVOKEJ BILL'],2018-01-01,0.65,A,0.0591,0.0,87.985
3vGsaJdupSNxnRXlWJdrL3,Jaro,36,213489,0,['DIVOKEJ BILL'],2018-01-01,0.634,E,0.564,1.83e-06,92.201
4ydgpyVLm5BSqI5NWX007X,Piątek,47,183529,1,"['Dj.Frodo', 'Mr. Polska', 'Young Igi', 'Malik Montana', 'P.A.F.F.']",2018-01-01,0.743,C,0.252,0.0,169.809
1zndnZjSX2PWymqADDobaF,Norrland,44,197560,1,['Jay'],2018-01-01,0.603,G#,0.169,0.0,188.027
4aPVhBGoby64xSmDv7xQMG,Big Sunk,44,49142,0,['Viggson'],2018-01-01,0.804,A#,0.0301,0.943,119.982
6PCQsdYKIAqQFGg1F2PfEd,Βάλτο να τ'ακούς,35,195722,0,['Κοινοί Θνητοί'],2018-01-01,0.823,G,0.194,1.45e-05,104.005
3cL9Epv5S1L4c7TRp0enik,Hasbi Rabbi,43,251858,0,"['Asfan Shah', 'Ariff Bahran', 'Ayie Floor 88', 'Syafiq Farhain']",2018-01-01,0.22,G,0.931,0.0,74.075
3LhiOBfTSTjfpwdElYyE8k,プロローグ,44,301747,0,['Uru'],2018-01-01,0.568,C,0.497,0.0,85.088
16GajB9cxPNAatPX89K4JX,Haze - Superclub Mix,0,432000,0,['Mikas'],2018-01-01,0.624,B,1.15e-05,0.895,130.006
27EMBey4JSdYfEGYTdDWGf,Going Back To Cali,1,430485,0,['RocknRolla Soundsystem'],2018-01-01,0.797,G#,0.066,2.21e-05,103.014
3rMxUfH8sIyiLTvA17cNLD,Blue Monday - Club Mix,0,401309,0,['Mikas'],2018-01-01,0.694,D,0.000123,0.772,128.005
5tsuwPkYebrrrKsVIRWLeU,Forward,0,541833,0,['Mikas'],2018-01-01,0.736,A#,6.08e-06,0.813,125.996
6wzYFk8aFyzIGuTbB3Ht02,That Belly,25,211580,0,['Billy Hlapeto'],2018-01-01,0.776,C#,0.0553,0.0,166.007
3U6QM6PFhVZ4r8AXc5l7EX,Don't You Know,0,294833,0,['HP Vince'],2018-01-01,0.769,B,0.05,0.236,119.973
7Fff99McUTXTXkRXiqDNCT,Illusion,0,597282,0,['Mikas'],2018-01-01,0.781,F#,1.33e-05,0.898,130.005
0sYFDI4IC5KGM31uUgF43Y,Bang,52,85804,0,['DJ Kool'],2018-01-01,0.912,C#,6.6e-05,0.86,110.05
40rVNhNgzZjwaNkBF3OOo3,Party,51,82527,0,['DJ Kool'],2018-01-01,0.855,G,0.0243,0.393,94.043
5wjImR8T3oElYszu1wx0Dy,عطشان,45,259969,0,['Majid Almohandis'],2018-01-01,0.444,C#,0.787,0.0,84.535
0B6Mi0DXC328Jcy39sqA1p,ดีลีต,36,204000,0,['fellow fellow'],2018-01-01,0.792,E,0.164,0.0,95.981
6ystLsgwYJQ2cF5as8s9s2,12 בלילה,34,169555,0,['Roni Dalumi'],2018-01-01,0.698,F#,0.237,0.0,126.006
4QLM84bsPOAv33VW5bWisc,Funk-O-Holic,1,366241,0,['C. Da Afro'],2018-01-01,0.919,B,0.0646,0.666,118.003
51eZmwVqZx9X779OBNTwVK,Mambo,50,85902,0,['DJ Kool'],2018-01-01,0.702,A,0.763,0.833,139.008
6dCcDENMarFKPLQBF8niHO,Esperando - MUU Sessions,54,180984,0,"['Nil Moliner', 'Bely Basarte']",2018-01-01,0.619,C,0.522,0.0,122.126
7asyVbwQE7IbA3x2be7bdI,Fool,71,233785,0,['Cavetown'],2018-01-01,0.675,C#,0.0635,0.073,79.55
3Yvk0ZLxMlt6ioasvdN6vB,Lemon Boy,73,272903,0,['Cavetown'],2018-01-01,0.509,E,0.185,1.4e-06,139.926
6mVY5dWp6eCQf2yXqOT9GR,בואי נדבר בינינו,36,224213,0,['Amir Dadon'],2018-01-01,0.566,A,0.473,1.1e-05,128.02
2va0h6ERzVuKydKOl5klMO,Think About It,0,440656,0,['Ziggy Phunk'],2018-01-01,0.821,B,0.0733,0.655,122.003
5Idg7zkcutvpm0ZsWI6XT4,Los Eucaliptos,28,233973,0,['Eté & Los Problems'],2018-01-01,0.585,D,0.116,0.000332,119.972
6aRZWMSePVPZIVX95WN0uI,Caffeine,57,243253,0,['Kiro Akiyama'],2018-01-01,0.73,F#,0.00367,0.0117,133.998
3gP5iihGGEDigkNdh2KfUS,One Click,0,411774,0,['Sam Whitmore'],2018-01-01,0.804,C#,0.00249,0.853,123.999
1AlRWogUSTgGVbklE8axiM,909 Sunday,0,346230,0,['Georgio Weis'],2018-01-01,0.805,A,0.000711,0.745,122.0
11qaaX5Arj0jy2YFMxOqDQ,星球墜落 - Falling版,46,233158,0,['AIR'],2018-01-01,0.452,A,0.375,0.0,113.904
7kcfVFjR2OVZ2f80cotuQw,WATERFALL,43,43012,0,['Sandstorm'],2018-01-01,0.771,C#,6.25e-05,0.893,119.946
5A3YNSpdZdPjPjVYFZjOyl,Me Leva - Ao Vivo,53,367380,0,"['Fernandinho', 'Gabriela Rocha']",2018-01-01,0.446,G,0.261,1.15e-05,77.909
3RgTUMtQc1m8lT7oDUzkJP,Los Infieles,45,224227,0,['Proyecto Power'],2018-01-01,0.808,C,0.134,0.0,114.989
28suIvqiOhupTiEGMMAzVA,Amigos Con Derecho,46,215792,0,['Ojos de Luna'],2018-01-01,0.552,A#,0.368,0.0,206.019
00PFkUKkfBQDdZreNj7bXW,Me Vas a Extrañar,46,223878,0,['Ojos de Luna'],2018-01-01,0.731,G#,0.295,8.34e-06,101.981
2hYNAjZ84VuIRXYS34i6Tc,La Cumbiambera,47,200560,0,['Los Lumaquinos Alegres'],2018-01-01,0.855,D#,0.0673,0.0,128.025
2xY5Dy4yEaiRqSCqqGlZMT,Kořala,45,209209,0,['DIVOKEJ BILL'],2018-01-01,0.665,A,0.0408,6.31e-06,95.973
316rvuf3u93GA6udsXrHmf,El Inocente,47,187587,0,['Los Lumaquinos Alegres'],2018-01-01,0.856,G,0.0599,0.0,128.057
1xdp8tXLTGbPeUSEODP9N7,Kukira Kau Rumah,71,206712,0,['Amigdala'],2018-01-01,0.643,C,0.939,0.454,90.022
3JCfnEHWAAcpbrCtu2yOzK,All Night Long - Nu Disco mix,1,340328,0,"['HP Vince', 'Dave Leatherman']",2018-01-01,0.91,B,0.011,0.119,121.992
1IGSqwLXLvTGKolG0TvinU,Biscochologo,59,320261,1,['La Santa Grifa'],2018-01-01,0.843,F#,0.0101,0.0,117.562
2VXMPPl8mLP0K9cETSHC2J,The Originals,1,414000,0,['Indy Lopez'],2018-01-01,0.804,F#,0.00135,0.844,119.976
5BnQ8e4HVxTUmcnCn9ktFX,El Aguacero,51,215693,0,['Los Lumaquinos Alegres'],2018-01-01,0.841,G,0.0912,0.0,128.071
4ZfLKMRWeAIhPhPlkIDLNv,María Elena,53,202400,0,['Los Lumaquinos Alegres'],2018-01-01,0.823,G#,0.128,0.0,126.962
7ritU0BFtPKcw0FDjEwElp,Ku Bersuara,39,201735,0,['Ernie Zakri'],2018-01-01,0.424,C,0.552,0.0,175.728
5VMnjTyMijT1Pd2v8VIJtr,Me Llama Todavia - Remix,60,341734,0,"['Super Yei', 'Towy', 'Gotay ""El Autentiko""', 'Agus Padilla', 'Osquel']",2018-01-01,0.771,F#,0.0433,0.0,163.926
1E35CAGzgHmSAJjCFjVxUX,แพ้ทุกที (LOOPER),40,202000,0,['fellow fellow'],2018-01-01,0.714,C,0.212,7.52e-06,91.982
6EBhqTxiKkhjCkBhZFJ93N,เริ่มกลัว (Panic),36,253500,0,['fellow fellow'],2018-01-01,0.618,B,0.236,0.0,147.971
3YSDaHmsuAFLAEgNfo5wJM,Un Hombre No Llora,48,300069,0,['Grupo Zúmbale Primo'],2018-01-01,0.577,E,0.214,0.0,139.937
1e9zHok5K3L4HFJsNhGg6U,I Love You I Miss You,41,209619,0,['Ukays'],2018-01-01,0.655,B,0.265,0.000657,129.936
4oKIzWgXYhC9lM6fJNzO8B,El Último Polvo,51,318302,0,['Caramelos De Cianuro'],2018-01-02,0.473,F,0.019,0.0,120.077
2w7yYQBIiqS6XIqVwB1dnD,Sanitarios,50,216529,0,['Caramelos De Cianuro'],2018-01-02,0.546,G,0.0298,0.0,168.042
4ILPsijxx6jb2zWO4tnEb6,תשאל את המים,41,187053,0,['Yuval Dayan'],2018-01-02,0.653,G#,0.326,0.00539,89.024
1X37F5I10iTKZU0WEb6Zgj,Ella busca,51,233147,0,['DrefQuila'],2018-01-02,0.767,F,0.768,0.000275,129.929
2en6dzqUhWBi10up5fltxy,Uyirin Nadhiye,49,270709,0,"['Rex Vijayan', 'Neha.S.Nair']",2018-01-02,0.596,A,0.0189,0.136,124.965
37USGvYvSBqi0nR0l1bx4H,3000 NENNI ICHIDONO HAPPINESS - THE HAPPINESS ONCE IN 3000 YEARS -,0,289160,0,['Sayla'],2018-01-02,0.555,F,0.28,0.0,127.968
0FwxoybNPMi8ifhhoJFtn5,Ta Pio Diskola Vradia (feat. Natasha Kay),37,226038,0,"['TOQUEL', 'Natasha Kay']",2018-01-02,0.757,C,0.622,0.0,91.001
5D1uuNVo54x0f92EK83ngp,Corsten's Countdown 548 intro - Yearmix Of 2017,0,70425,0,['Ferry Corsten'],2018-01-02,0.519,F,0.4,0.0,65.972
38n3ys0XycnJ60W7NYnJAd,Quédate,37,164960,0,['Denis Elias'],2018-01-02,0.694,G,0.689,2.52e-06,112.764
5gkSbR9E0jDgv65XeT5v5R,A fuego,62,233813,0,['DrefQuila'],2018-01-02,0.828,G,0.338,0.0,115.938
4fmTX9tThkofZsmsVniC2P,Sorun Var,45,237938,0,['Sagopa Kajmer'],2018-01-02,0.639,A,0.0125,1.57e-06,89.999
1QmEhjvEjLCRgeBOic03Hf,2017 Yearmix - Mashox & Cyke Mix,0,2695863,0,"['Moshbit', 'Mashox & Cyke']",2018-01-02,0.527,C#,0.000398,0.594,175.995
0dUkdZ8oXfdDhSFGJOQz5v,La Vecinita,64,265640,0,['Vico C'],2018-01-02,0.928,B,0.0812,0.0,94.007
46NKGvbVBgEHw8ZFPfNCI8,Te escapas de mis brazos,46,163044,0,['El Perro Original'],2018-01-03,0.679,G,0.165,2.72e-06,142.423
5xJbqMTKhWnraMXmeyf3Gp,Llore por ti,35,188970,0,['Mas y Mas de Bolivia'],2018-01-03,0.704,G,0.243,0.0,135.114
4ISve4LmIdHSZlSFCGX2aO,La Rusa,37,188146,0,"['BK', 'Mr. Saik', 'Akim']",2018-01-03,0.869,C#,0.0156,0.0,109.983
2UjqAZLqwQMYXip6xfEAEe,Enganchados (RadioEdit),32,863608,0,['Mas y Mas de Bolivia'],2018-01-03,0.756,G,0.317,0.000135,138.022
487labHoJgiMfzkQ3oTCe5,Enganchados #2,32,777274,0,['Mas y Mas de Bolivia'],2018-01-03,0.768,B,0.372,0.0147,137.997
1nVba9tzWIUg6ec0nFUYlG,Ella se fue,30,213682,0,['Mas y Mas de Bolivia'],2018-01-03,0.747,G,0.399,0.0649,138.097
3BPoSr2pO34Aan6alFfVto,BBoom BBoom,68,208863,0,['MOMOLAND'],2018-01-03,0.785,D#,0.0149,0.00666,126.018
1CI7T7S8cCCeFgT8uCXlAk,1 AM,30,237061,1,"['Sech', 'Akim', 'BCA', 'Wiz Naziz', 'Yemil']",2018-01-03,0.649,F#,0.571,0.0,108.927
4Cf79mYekC12YWNw13Va8r,Bad Apple!!,64,299130,0,"['RichaadEB', 'Cristina Vee']",2018-01-04,0.573,C#,8.64e-05,0.838,138.013
0S0lGodln80RYU3VfrqstS,Toda Una Vida,55,256203,0,['Leoni Torres'],2018-01-04,0.873,A,0.777,0.000133,132.915
0orpKzJ3Qif1ZaFnCAELZy,תן למוזיקה לדבר,37,241318,0,['Subliminal'],2018-01-04,0.758,E,0.00826,0.0,116.026
09aItTIIQxpY2iJnSKCFo9,Tiempos Aquellos,26,178573,0,['Murder Cat'],2018-01-04,0.766,D,0.148,0.0,100.012
0Rm056REuaD17RmSIQBc9T,La Fulana,46,177346,0,"['Sech', 'Martin Machore']",2018-01-04,0.756,D,0.429,0.000736,195.84
4F5PaStO0CrDGbLN1L1nTK,2018,0,118171,1,"['More Better', ""Ali Re'velle"", 'Maalox', 'Bucc']",2018-01-04,0.529,B,0.487,1.23e-06,163.611
6ivGpEUNJq7eLNAp7y1hvd,Kurumba - Father's Love,51,267686,0,"['D. Imman', 'Sid Sriram']",2018-01-04,0.424,D,0.361,0.0,90.177
6Eoss5oWB8VwMr1x80kAtU,Poseidón,53,249332,1,"['Costa', 'Natos y Waor']",2018-01-04,0.717,A,0.485,0.0,117.901
4OOBjmBPybLRwjRbn2JxzX,"Freikugeln, Polka schnell, Op. 326",6,167747,0,"['Johann Strauss II', 'Riccardo Muti', 'Wiener Philharmoniker']",2018-01-05,0.539,A#,0.876,0.903,87.267
5vJlDPYkfMF4aktKRtUYRo,With You,0,253000,0,['Keziah Powell'],2018-01-05,0.7,D#,0.0993,0.0,85.975
5JKhCv0filicCjuetyWcIn,"Stephanie-Gavotte, Op. 312",4,304840,0,"['Alfons Czibulka', 'Riccardo Muti', 'Wiener Philharmoniker']",2018-01-05,0.295,G,0.938,0.0487,98.915
